TVid,番組名,ジャンル,放送日,プライム,開始時,開始分,終了時,終了分,チャンネル,放送局
TVWatch.101702281400,東京サイト　『消防少年団』,,2017/02/28,0,14,0,14,4,10,テレビ朝日
TVWatch.101703021400,東京サイト　『災害時支援ボランティア』,,2017/03/02,0,14,0,14,4,10,テレビ朝日
TVWatch.101703131400,東京サイト　『社員が主体的に働き方改善』,,2017/03/13,0,14,0,14,4,10,テレビ朝日
TVWatch.101702221400,東京サイト　『社員のスキルを生かす』,,2017/02/22,0,14,0,14,4,10,テレビ朝日
TVWatch.101703291400,東京サイト　『神代植物公園』,,2017/03/29,0,14,0,14,4,10,テレビ朝日
TVWatch.101702151400,東京サイト　『管理職で輝く』,,2017/02/15,0,14,0,14,4,10,テレビ朝日
TVWatch.101703201400,東京サイト　『結核』,,2017/03/20,0,14,0,14,4,10,テレビ朝日
TVWatch.101703161400,東京サイト　『過重労働の抑止』,,2017/03/16,0,14,0,14,4,10,テレビ朝日
TVWatch.101703011400,東京サイト　『防災グッズで備える』,,2017/03/01,0,14,0,14,4,10,テレビ朝日
TVWatch.101702171400,東京サイト　『難病と向き合い障害者支援』,,2017/02/17,0,14,0,14,4,10,テレビ朝日
TVWatch.101702231400,東京サイト　『音楽の魅力を届ける』,,2017/02/23,0,14,0,14,4,10,テレビ朝日
TVWatch.101703211400,東京サイト　『風しん・麻しん（はしか）』,,2017/03/21,0,14,0,14,4,10,テレビ朝日
TVWatch.101703301400,東京サイト　『飛鳥山公園』,,2017/03/30,0,14,0,14,4,10,テレビ朝日
TVWatch.41702012200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０３,,2017/02/01,1,22,0,23,0,4,日本テレビ
TVWatch.41702082200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０４,,2017/02/08,1,22,0,23,0,4,日本テレビ
TVWatch.41702152200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０５,,2017/02/15,1,22,0,23,0,4,日本テレビ
TVWatch.41702222200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０６,,2017/02/22,1,22,0,23,0,4,日本テレビ
TVWatch.41703012200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０７,,2017/03/01,1,22,0,23,0,4,日本テレビ
TVWatch.41703082200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０８,,2017/03/08,1,22,0,23,0,4,日本テレビ
TVWatch.41703152200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃０９,,2017/03/15,1,22,0,23,0,4,日本テレビ
TVWatch.41703222200,東京タラレバ娘【アラサー３人娘が幸せ求めて悪戦苦闘、右往左往！】＃１０,,2017/03/22,1,22,0,23,10,4,日本テレビ
TVWatch.41702261200,東京マラソン２０１７・市民マラソン,,2017/02/26,0,12,0,12,45,4,日本テレビ
TVWatch.41702180525,東京マラソン新コース,,2017/02/18,0,5,25,5,30,4,日本テレビ
TVWatch.41702192745,東京マラソン新コース［再］,,2017/02/19,0,27,45,27,50,4,日本テレビ
TVWatch.41702192750,東京マラソン注目選手,,2017/02/19,0,27,50,27,55,4,日本テレビ
TVWatch.11703222250,東京ミラクルシティ,,2017/03/22,1,22,50,23,15,1,NHK
TVWatch.41702260900,東京メトロスポーツスペシャル東京マラソン２０１７～世界選手権代表選考レース～,,2017/02/26,0,9,0,11,50,4,日本テレビ
TVWatch.41702032620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/02/03,0,26,20,27,5,4,日本テレビ
TVWatch.41702102620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/02/10,0,26,20,27,5,4,日本テレビ
TVWatch.41702172620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/02/17,0,26,20,27,5,4,日本テレビ
TVWatch.41702242620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/02/24,0,26,20,27,5,4,日本テレビ
TVWatch.41703032620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/03/03,0,26,20,27,5,4,日本テレビ
TVWatch.41703102620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/03/10,0,26,20,27,5,4,日本テレビ
TVWatch.41703172620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/03/17,0,26,20,27,5,4,日本テレビ
TVWatch.41703242645,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/03/24,0,26,45,27,30,4,日本テレビ
TVWatch.41703312620,東京暇人～ＴＯＫＹＯ　ｈｉ－ＩＭＡＧＩＮＥ～,,2017/03/31,0,26,20,27,5,4,日本テレビ
TVWatch.11703212200,東北さくら旅,,2017/03/21,1,22,0,22,25,1,NHK
TVWatch.41702012529,東野・岡村の旅猿１０～ジミープロデュース　究極のお好み焼きを作ろうの旅～,,2017/02/01,0,25,29,25,59,4,日本テレビ
TVWatch.41703082534,東野・岡村の旅猿１０～信州・アイスクライミングの旅～,,2017/03/08,0,25,34,26,4,4,日本テレビ
TVWatch.41703152534,東野・岡村の旅猿１０～信州・アイスクライミングの旅～,,2017/03/15,0,25,34,26,4,4,日本テレビ
TVWatch.41703222544,東野・岡村の旅猿１０～信州・アイスクライミングの旅～,,2017/03/22,0,25,44,26,14,4,日本テレビ
TVWatch.41703292534,東野・岡村の旅猿１０～信州・アイスクライミングの旅～,,2017/03/29,0,25,34,26,4,4,日本テレビ
TVWatch.41702082529,東野・岡村の旅猿１０～恵比寿で新年会～,,2017/02/08,0,25,29,25,59,4,日本テレビ
TVWatch.41702152529,東野・岡村の旅猿１０～栃木県・持田香織さんにお詫びの旅～,,2017/02/15,0,25,29,25,59,4,日本テレビ
TVWatch.41702222529,東野・岡村の旅猿１０～栃木県・持田香織さんにお詫びの旅～,,2017/02/22,0,25,29,25,59,4,日本テレビ
TVWatch.41703012534,東野・岡村の旅猿１０～栃木県・持田香織さんにお詫びの旅～,,2017/03/01,0,25,34,26,4,4,日本テレビ
TVWatch.121703251600,松坂慶子のアイスランド紀行～オーロラを求めて絶景の大地へ～,,2017/03/25,0,16,0,17,15,12,テレビ東京
TVWatch.101701311900,林修の今でしょ！講座,,2017/01/31,1,19,0,19,54,10,テレビ朝日
TVWatch.101702141900,林修の今でしょ！講座,,2017/02/14,1,19,0,19,54,10,テレビ朝日
TVWatch.101702211900,林修の今でしょ！講座,,2017/02/21,1,19,0,19,54,10,テレビ朝日
TVWatch.101702071900,林修の今でしょ！講座　３時間スペシャル,,2017/02/07,1,19,0,21,48,10,テレビ朝日
TVWatch.101703211900,林修の今でしょ！講座　３時間スペシャル,,2017/03/21,1,19,0,21,48,10,テレビ朝日
TVWatch.101702041000,林修の今でしょ！講座　傑作選,,2017/02/04,0,10,0,11,40,10,テレビ朝日
TVWatch.61703192215,林先生が驚く初耳学！【佐藤浩市が２度目の参戦！★旅行…とっておきの裏技公開！】,,2017/03/19,1,22,15,23,9,6,TBS
TVWatch.61703122210,林先生が驚く初耳学【スキャンダル日本史★中条あやみのけん玉技】,,2017/03/12,1,22,10,23,4,6,TBS
TVWatch.61701292200,林先生が驚く初耳学【佐々木蔵之介スゴイ知識量★スグ使える面接術】,,2017/01/29,1,22,0,22,54,6,TBS
TVWatch.61702262200,林先生が驚く初耳学【女王の流出テープ】,,2017/02/26,1,22,0,22,54,6,TBS
TVWatch.61702052200,林先生が驚く初耳学【徳川将軍ドロドロ愛憎劇★吉岡里帆★ラピュタ】,,2017/02/05,1,22,0,22,54,6,TBS
TVWatch.61702122200,林先生が驚く初耳学【木村拓哉に医療指導ドクター★川口春奈】,,2017/02/12,1,22,0,22,54,6,TBS
TVWatch.61703052200,林先生が驚く初耳学【浅野ゆう子＆剛力彩芽の赤面映像】,,2017/03/05,1,22,0,22,54,6,TBS
TVWatch.61702192200,林先生が驚く初耳学【風呂前に○○飲むと美肌効果★餃子の王将スタジオ再現】,,2017/02/19,1,22,0,22,54,6,TBS
TVWatch.11702050515,林家正蔵の演芸図鑑「久本雅美、宮田陽・昇、桂竹丸」,,2017/02/05,0,5,15,5,45,1,NHK
TVWatch.11701290515,林家正蔵の演芸図鑑「久本雅美、東京太・ゆめ子、桂文治」,,2017/01/29,0,5,15,5,45,1,NHK
TVWatch.11703120515,林家正蔵の演芸図鑑「市川染五郎、ハマカーン、立川生志」,,2017/03/12,0,5,15,5,45,1,NHK
TVWatch.11703190515,林家正蔵の演芸図鑑「市川染五郎、中川家」,,2017/03/19,0,5,15,5,45,1,NHK
TVWatch.11703050515,林家正蔵の演芸図鑑「橋爪功、アンガールズ、三遊亭笑遊」,,2017/03/05,0,5,15,5,45,1,NHK
TVWatch.11702260515,林家正蔵の演芸図鑑「橋爪功、タイムマシーン３号、入船亭扇辰」,,2017/02/26,0,5,15,5,45,1,NHK
TVWatch.11702190515,林家正蔵の演芸図鑑「瀧本美織、イワイガワ、春風亭百栄」,,2017/02/19,0,5,15,5,45,1,NHK
TVWatch.11702120515,林家正蔵の演芸図鑑「瀧本美織、コント山口君と竹田君、初音家左橋」,,2017/02/12,0,5,15,5,45,1,NHK
TVWatch.11701312755,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/01/31,0,27,55,28,5,1,NHK
TVWatch.11702022718,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/02,0,27,18,27,28,1,NHK
TVWatch.11702032655,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/03,0,26,55,27,5,1,NHK
TVWatch.11702041620,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/04,0,16,20,16,30,1,NHK
TVWatch.11702042350,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/04,0,23,50,24,0,1,NHK
TVWatch.11702081605,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/08,0,16,5,16,15,1,NHK
TVWatch.11702110615,柴咲コウ登場！サキドリ「おんな城主直虎」,,2017/02/11,0,6,15,6,25,1,NHK
TVWatch.81703231550,森友学園理事長証人喚問　みんなのニュースＳＰ,,2017/03/23,0,15,50,16,50,8,フジテレビ
TVWatch.101702251415,検事・朝日奈耀子１７［再］,,2017/02/25,0,14,15,16,25,10,テレビ朝日
TVWatch.101703121355,極上！旅のススメ,,2017/03/12,0,13,55,15,20,10,テレビ朝日
TVWatch.61701281400,極北で生きる人たち　追え！海のユニコーン,,2017/01/28,0,14,0,15,24,6,TBS
TVWatch.101701302315,橋下×羽鳥の番組,[バラエティ番組],2017/01/30,0,23,15,24,15,10,テレビ朝日
TVWatch.101702062315,橋下×羽鳥の番組,[バラエティ番組],2017/02/06,0,23,15,24,15,10,テレビ朝日
TVWatch.101702132315,橋下×羽鳥の番組,[バラエティ番組],2017/02/13,0,23,15,24,15,10,テレビ朝日
TVWatch.101702202315,橋下×羽鳥の番組,[バラエティ番組],2017/02/20,0,23,15,24,15,10,テレビ朝日
TVWatch.101702272315,橋下×羽鳥の番組,[バラエティ番組],2017/02/27,0,23,15,24,15,10,テレビ朝日
TVWatch.101703062315,橋下×羽鳥の番組,[バラエティ番組],2017/03/06,0,23,15,24,15,10,テレビ朝日
TVWatch.101703132315,橋下×羽鳥の番組,[バラエティ番組],2017/03/13,0,23,15,24,15,10,テレビ朝日
TVWatch.101703202315,橋下×羽鳥の番組,[バラエティ番組],2017/03/20,0,23,15,24,15,10,テレビ朝日
TVWatch.101703272315,橋下×羽鳥の番組,[バラエティ番組],2017/03/27,0,23,15,24,15,10,テレビ朝日
TVWatch.61701291700,機動戦士ガンダム　鉄血のオルフェンズ　＃１６（＃４１）「人として当たり前の」,,2017/01/29,0,17,0,17,30,6,TBS
TVWatch.61702051700,機動戦士ガンダム　鉄血のオルフェンズ　＃１７（＃４２）「落とし前」,,2017/02/05,0,17,0,17,30,6,TBS
TVWatch.61702121700,機動戦士ガンダム　鉄血のオルフェンズ　＃１８（＃４３）「たどりついた真意」,,2017/02/12,0,17,0,17,30,6,TBS
TVWatch.61702191700,機動戦士ガンダム　鉄血のオルフェンズ　＃１９（＃４４）「魂を手にした男」,,2017/02/19,0,17,0,17,30,6,TBS
TVWatch.61702261700,機動戦士ガンダム　鉄血のオルフェンズ　＃２０（＃４５）「これが最後なら」,,2017/02/26,0,17,0,17,30,6,TBS
TVWatch.61703051700,機動戦士ガンダム　鉄血のオルフェンズ　＃２１（＃４６）「誰が為」,,2017/03/05,0,17,0,17,30,6,TBS
TVWatch.61703121700,機動戦士ガンダム　鉄血のオルフェンズ　＃２２（＃４７）「生け贄」,,2017/03/12,0,17,0,17,30,6,TBS
TVWatch.61703191730,機動戦士ガンダム　鉄血のオルフェンズ　＃２３（＃４８）「約束」,,2017/03/19,0,17,30,18,0,6,TBS
TVWatch.61703261700,機動戦士ガンダム　鉄血のオルフェンズ＃２４（＃４９）「マクギリス・ファリド」,,2017/03/26,0,17,0,17,30,6,TBS
TVWatch.61702232157,櫻井・有吉ＴＨＥ夜会「セクゾ佐藤勝利ｖｓ梅沢富美男▽橋本環奈が福岡グルメ巡り」,,2017/02/23,1,21,57,22,54,6,TBS
TVWatch.61703162157,櫻井・有吉ＴＨＥ夜会「亀梨和也２０年ぶり原宿へ！女子高生とガチ交流▽前田敦子」,,2017/03/16,1,21,57,22,54,6,TBS
TVWatch.61702022157,櫻井・有吉ＴＨＥ夜会「坂口健太郎ナチュラル私生活＆紅白歌手ｍｉｗａ（秘）素顔公開」,,2017/02/02,1,21,57,22,54,6,TBS
TVWatch.61703022157,櫻井・有吉ＴＨＥ夜会「壇蜜が気になる男と（秘）デート▽ヒロミがジャニーズに物申す」,,2017/03/02,1,21,57,22,54,6,TBS
TVWatch.61702162157,櫻井・有吉ＴＨＥ夜会「大ブレイク芸人ブルゾンちえみ（秘）履歴書＆小出恵介＆大政絢」,,2017/02/16,1,21,57,22,54,6,TBS
TVWatch.61703092157,櫻井・有吉ＴＨＥ夜会「大注目！美しすぎる次世代女優！広瀬すず＆中条あやみ登場」,,2017/03/09,1,21,57,22,54,6,TBS
TVWatch.61703302157,櫻井・有吉ＴＨＥ夜会「春の実力派イケメン俳優ＳＰ！小栗旬×山本耕史×青木崇高」,,2017/03/30,1,21,57,22,54,6,TBS
TVWatch.61702092157,櫻井・有吉ＴＨＥ夜会「櫻井＆有吉が初めての２人だけロケ▽剛力彩芽＆コムアイ」,,2017/02/09,1,21,57,22,54,6,TBS
TVWatch.121703262435,欅って、書けない？【○○キャラＮｏ．１決定戦】,,2017/03/26,0,24,35,25,5,12,テレビ東京
TVWatch.121702262435,欅って、書けない？【２月じぶんヒストリー＆４ｔｈシングル選抜発表】,,2017/02/26,0,24,35,25,5,12,テレビ東京
TVWatch.121701292435,欅って、書けない？【お年玉争奪　連帯責任ゲーム後半戦】,,2017/01/29,0,24,35,25,5,12,テレビ東京
TVWatch.121703192435,欅って、書けない？【けやき坂４６キャラ解説　後半戦】,,2017/03/19,0,24,35,25,5,12,テレビ東京
TVWatch.121702052435,欅って、書けない？【チームわりと平和主義ご褒美ロケ】,,2017/02/05,0,24,35,25,5,12,テレビ東京
TVWatch.121703052435,欅って、書けない？【メンバーブログチェック】,,2017/03/05,0,24,35,25,5,12,テレビ東京
TVWatch.121703122435,欅って、書けない？【メンバーブログチェック後半＆けやき坂４６キャラ解説】,,2017/03/12,0,24,35,25,5,12,テレビ東京
TVWatch.121702122435,欅って、書けない？【澤部を使って理想の告白シミュレーション】,,2017/02/12,0,24,35,25,5,12,テレビ東京
TVWatch.121702192435,欅って、書けない？【理想の告白シミュレーション＆バレンタインプレゼント後半戦】,,2017/02/19,0,24,35,25,5,12,テレビ東京
TVWatch.81702172735,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【２ＰＭ＆Ｊｕｎ．Ｋスペシャル】,,2017/02/17,0,27,35,28,5,8,フジテレビ
TVWatch.81702032630,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【ＫｉｒａｍｕｎｅカンパニーＲ】,,2017/02/03,0,26,30,27,0,8,フジテレビ
TVWatch.81703032745,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【ＳＫＹ－ＨＩライブツアー２０１６東京】,,2017/03/03,0,27,45,28,15,8,フジテレビ
TVWatch.81703180415,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【ＴＯＫＹＯ　ＳＥＳＳＩＯＮ】,,2017/03/18,0,4,15,4,45,8,フジテレビ
TVWatch.81702102630,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【エビ中ファミえん＆大学芸会２０１６】,,2017/02/10,0,26,30,27,0,8,フジテレビ
TVWatch.81702242640,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【ハナレグミ＆レキシライブダイジェスト】,,2017/02/24,0,26,40,27,10,8,フジテレビ
TVWatch.81703102715,次ナルＴＶ－Ｇ＜フジバラナイト　ＦＲＩ＞【氣志團結成二十周年記念公演二十才ごえ】,,2017/03/10,0,27,15,27,45,8,フジテレビ
TVWatch.11703111810,歌う！ＳＨＯＷ学校「千葉県成田市」,,2017/03/11,0,18,10,18,45,1,NHK
TVWatch.11703041810,歌う！ＳＨＯＷ学校「福井県坂井市」,,2017/03/04,0,18,10,18,45,1,NHK
TVWatch.11703181810,歌う！ＳＨＯＷ学校「青森県三沢市」,,2017/03/18,0,18,10,18,45,1,NHK
TVWatch.11703251810,歌う！ＳＨＯＷ学校「香川県多度津町」,,2017/03/25,0,18,10,18,45,1,NHK
TVWatch.61702131900,歌のゴールデンヒット　～オリコン１位の５０年間～,,2017/02/13,1,19,0,22,54,6,TBS
TVWatch.121703290730,歴史の道　歩き旅,,2017/03/29,0,7,30,8,0,12,テレビ東京
TVWatch.121702270730,歴史の道　歩き旅　～太川陽介　箱根から熱海・伊東　名湯の数々を巡る旅～,,2017/02/27,0,7,30,8,0,12,テレビ東京
TVWatch.121702280730,歴史の道　歩き旅　～太川陽介　箱根から熱海・伊東　名湯の数々を巡る旅～,,2017/02/28,0,7,30,8,0,12,テレビ東京
